window,industries,symbols,interval_min,n_obs,beta_leader_lag,t_leader_lag,beta_own_lag,t_own_lag,median_rel_spread
2023-06-01..2023-06-30,3,22,5,27000,-0.0435463850240754,-1.6681752004576462,-0.013551632409926835,-0.5311525618385251,0.00032430679422738976
